customer_id,total_orders,total_sales,avg_order_value,first_order_date,last_order_date,recency_days,return_count,review_count,avg_rating,customer_lifetime_value,customer_segment
C02388,0,0.00,0.00,,,,0,0,,0.00,Regular
C02389,44,4258.64,96.79,2023-08-17,2025-12-24,7,1,18,4.22,4258.64,Regular
C02390,0,0.00,0.00,,,,0,0,,0.00,Regular
C02391,7,423.06,60.44,2025-08-30,2025-12-29,2,0,2,4.50,423.06,Regular
C02392,37,2783.10,75.22,2023-08-12,2025-12-30,1,2,14,4.43,2783.10,Regular
C02393,67,7629.95,113.88,2025-01-28,2025-12-30,1,5,39,4.49,7629.95,VIP
C02394,45,3650.58,81.12,2024-06-16,2025-12-23,8,2,19,4.16,3650.58,Regular
C02395,19,2095.15,110.27,2024-07-03,2025-12-11,20,1,10,4.30,2095.15,Regular
C02396,77,9266.06,120.34,2023-12-05,2025-12-18,13,7,51,4.31,9266.06,VIP
C02397,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02398,99,11726.27,118.45,2023-11-18,2025-12-30,1,4,70,4.41,11726.27,VIP
C02399,44,4108.11,93.37,2023-11-17,2025-12-25,6,1,19,4.21,4108.11,Regular
C02400,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02401,5,258.28,51.66,2025-07-08,2025-12-19,12,1,1,5.00,258.28,Regular
C02402,97,8780.69,90.52,2023-06-09,2025-12-31,0,3,51,4.27,8780.69,Loyal
C02403,8,779.63,97.45,2025-05-10,2025-12-03,28,0,1,5.00,779.63,Regular
C02404,4,292.24,73.06,2025-11-28,2025-12-29,2,0,1,4.00,292.24,Loyal
C02405,8,561.69,70.21,2025-07-14,2025-12-06,25,0,4,4.50,561.69,Regular
C02406,77,8968.07,116.47,2023-12-17,2025-12-23,8,10,44,4.32,8968.07,VIP
C02407,36,2956.41,82.12,2023-09-30,2025-12-19,12,0,10,4.20,2956.41,New
C02408,7,492.22,70.32,2025-06-17,2025-12-11,20,0,1,4.00,492.22,Regular
C02409,0,0.00,0.00,,,,0,0,,0.00,Regular
C02410,21,1773.65,84.46,2025-04-12,2025-12-08,23,0,9,4.33,1773.65,Regular
C02411,23,1987.36,86.41,2024-01-21,2025-12-14,17,1,8,4.25,1987.36,Regular
C02412,9,829.13,92.13,2025-01-29,2025-11-22,39,1,1,5.00,829.13,Regular
C02413,12,941.04,78.42,2025-10-07,2025-12-27,4,3,5,4.00,941.04,Regular
C02414,49,3934.36,80.29,2023-05-08,2025-12-07,24,2,13,4.23,3934.36,Regular
C02415,43,5790.77,134.67,2024-11-02,2025-12-25,6,5,31,4.23,5790.77,VIP
C02416,27,2587.44,95.83,2024-04-16,2025-11-28,33,1,13,4.23,2587.44,Regular
C02417,10,774.93,77.49,2025-05-17,2025-10-15,77,0,3,4.33,774.93,Loyal
C02418,5,622.79,124.56,2025-10-03,2025-12-31,0,0,4,4.00,622.79,Regular
C02419,8,803.28,100.41,2024-11-22,2025-12-19,12,0,4,4.00,803.28,New
C02420,0,0.00,0.00,,,,0,0,,0.00,New
C02421,69,5453.32,79.03,2023-04-13,2025-12-06,25,2,31,4.32,5453.32,Regular
C02422,52,3792.32,72.93,2023-12-27,2025-12-06,25,2,11,4.09,3792.32,Regular
C02423,0,0.00,0.00,,,,0,0,,0.00,Regular
C02424,37,3281.88,88.70,2024-06-18,2025-12-15,16,2,12,4.08,3281.88,Regular
C02425,3,246.26,82.09,2025-11-14,2025-11-23,38,0,2,4.00,246.26,Regular
C02426,60,4493.86,74.90,2023-04-19,2025-11-27,34,3,18,4.28,4493.86,Regular
C02427,66,5271.89,79.88,2023-04-10,2025-12-20,11,6,24,4.25,5271.89,Regular
C02428,13,1074.14,82.63,2024-11-18,2025-11-15,46,1,5,4.60,1074.14,Loyal
C02429,2,120.72,60.36,2025-12-20,2025-12-24,7,0,1,4.00,120.72,Regular
C02430,13,1269.01,97.62,2025-07-01,2025-12-24,7,1,11,4.00,1269.01,Loyal
C02431,12,1009.38,84.11,2025-06-22,2025-12-29,2,0,1,4.00,1009.38,Regular
C02432,0,0.00,0.00,,,,0,0,,0.00,VIP
C02433,10,913.31,91.33,2024-07-25,2025-12-05,26,0,4,4.75,913.31,New
C02434,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02435,0,0.00,0.00,,,,0,0,,0.00,Regular
C02436,12,1228.17,102.35,2025-06-10,2025-12-28,3,2,7,4.14,1228.17,Loyal
C02437,33,4225.28,128.04,2025-02-27,2025-12-24,7,1,21,4.14,4225.28,VIP
C02438,3,175.36,58.45,2025-10-15,2025-12-11,20,1,2,4.50,175.36,Regular
C02439,117,12907.83,110.32,2023-03-28,2025-12-14,17,8,76,4.12,12907.83,Loyal
C02440,0,0.00,0.00,,,,0,0,,0.00,Regular
C02441,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02442,83,7038.12,84.80,2023-07-14,2025-11-23,38,7,32,4.25,7038.12,Regular
C02443,86,8398.97,97.66,2023-09-23,2025-12-25,6,11,44,4.11,8398.97,Loyal
C02444,36,2862.83,79.52,2023-07-05,2025-11-27,34,2,7,4.29,2862.83,New
C02445,41,3835.23,93.54,2024-06-13,2025-12-30,1,0,18,4.11,3835.23,Regular
C02446,84,6457.19,76.87,2023-02-04,2025-12-26,5,6,18,4.22,6457.19,Regular
C02447,0,0.00,0.00,,,,0,0,,0.00,Regular
C02448,184,22980.78,124.90,2023-04-08,2025-12-10,21,16,116,4.22,22980.78,VIP
C02449,62,6842.92,110.37,2024-03-29,2025-12-29,2,2,39,4.23,6842.92,VIP
C02450,2,331.41,165.70,2025-08-16,2025-11-10,51,0,1,4.00,331.41,New
C02451,189,22178.51,117.35,2023-11-09,2025-12-27,4,13,118,4.18,22178.51,VIP
C02452,25,1861.95,74.48,2024-06-22,2025-12-27,4,3,10,4.40,1861.95,Regular
C02453,13,1023.74,78.75,2023-11-10,2025-03-23,283,1,5,4.40,1023.74,New
C02454,0,0.00,0.00,,,,0,0,,0.00,New
C02455,8,618.28,77.28,2024-05-28,2025-11-03,58,0,1,5.00,618.28,New
C02456,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02457,22,1978.64,89.94,2024-11-23,2025-11-30,31,2,4,4.00,1978.64,Regular
C02458,11,582.89,52.99,2024-05-15,2025-06-22,192,1,2,4.00,582.89,Regular
C02459,8,797.56,99.69,2024-06-11,2025-07-05,179,0,4,4.25,797.56,New
C02460,35,2652.84,75.80,2023-11-03,2025-11-14,47,3,8,4.38,2652.84,Regular
C02461,33,3109.89,94.24,2024-03-02,2025-11-30,31,0,10,4.30,3109.89,Regular
C02462,41,2807.35,68.47,2023-08-16,2025-11-06,55,2,17,4.47,2807.35,Regular
C02463,197,15389.78,78.12,2023-01-02,2025-11-28,33,12,61,4.28,15389.78,Regular
C02464,58,6737.78,116.17,2024-05-27,2025-12-20,11,2,33,4.27,6737.78,VIP
C02465,18,1362.23,75.68,2024-07-19,2025-12-23,8,1,5,4.40,1362.23,New
C02466,73,6475.83,88.71,2023-04-08,2025-12-11,20,1,21,4.14,6475.83,Regular
C02467,42,3549.23,84.51,2024-05-01,2025-11-27,34,3,12,4.25,3549.23,Regular
C02468,48,3516.05,73.25,2023-06-29,2025-12-05,26,1,8,4.25,3516.05,Regular
C02469,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02470,23,2503.06,108.83,2024-11-22,2025-12-20,11,2,13,4.15,2503.06,Loyal
C02471,15,1443.14,96.21,2024-06-29,2025-11-21,40,2,6,4.33,1443.14,Regular
C02472,18,1670.89,92.83,2024-09-03,2025-11-30,31,0,6,4.67,1670.89,Regular
C02473,5,553.26,110.65,2024-11-16,2025-11-20,41,1,1,4.00,553.26,New
C02474,0,0.00,0.00,,,,0,0,,0.00,Regular
C02475,0,0.00,0.00,,,,0,0,,0.00,VIP
C02476,46,4269.09,92.81,2023-09-30,2025-12-10,21,1,16,4.12,4269.09,New
C02477,38,2922.34,76.90,2024-05-03,2025-12-08,23,2,8,4.50,2922.34,Regular
C02478,15,1478.99,98.60,2025-05-19,2025-12-19,12,1,8,3.88,1478.99,VIP
C02479,12,1345.09,112.09,2025-10-27,2025-12-21,10,0,7,4.29,1345.09,VIP
C02480,52,3701.11,71.18,2023-08-20,2025-12-28,3,2,23,4.48,3701.11,Regular
C02481,0,0.00,0.00,,,,0,0,,0.00,New
C02482,2,111.06,55.53,2025-10-05,2025-11-15,46,0,0,,111.06,Regular
C02483,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02484,3,157.87,52.62,2025-11-14,2025-11-29,32,0,0,,157.87,Regular
C02485,0,0.00,0.00,,,,0,0,,0.00,Regular
C02486,53,4059.84,76.60,2023-07-06,2025-12-06,25,0,15,4.27,4059.84,Regular
C02487,8,704.82,88.10,2025-08-08,2025-12-26,5,1,4,4.50,704.82,Loyal
C02488,15,1418.61,94.57,2024-09-18,2025-12-05,26,1,10,4.10,1418.61,Regular
C02489,14,1600.88,114.35,2025-05-09,2025-12-26,5,2,2,4.00,1600.88,Regular
C02490,85,7536.08,88.66,2023-02-02,2025-10-10,82,4,24,4.38,7536.08,Regular
C02491,4,324.66,81.16,2025-06-27,2025-12-23,8,0,1,4.00,324.66,New
C02492,6,390.88,65.15,2025-11-13,2025-12-15,16,1,1,5.00,390.88,Regular
C02493,86,8754.67,101.80,2024-02-22,2025-12-08,23,3,47,4.17,8754.67,Loyal
C02494,10,875.24,87.52,2024-09-26,2025-12-31,0,1,6,4.00,875.24,New
C02495,14,1509.54,107.82,2024-09-30,2025-12-19,12,1,3,4.33,1509.54,Regular
C02496,14,1195.34,85.38,2024-11-27,2025-12-21,10,1,5,4.40,1195.34,Regular
C02497,79,6348.56,80.36,2023-01-29,2025-12-04,27,5,30,4.27,6348.56,Regular
C02498,3,139.70,46.57,2024-11-01,2024-12-04,392,0,0,,139.70,New
C02499,50,4935.27,98.71,2024-04-13,2025-12-18,13,4,23,4.35,4935.27,Loyal
C02500,0,0.00,0.00,,,,0,0,,0.00,Regular
C02501,7,706.39,100.91,2024-11-05,2025-10-16,76,1,4,4.25,706.39,Regular
C02502,2,86.29,43.14,2025-12-08,2025-12-12,19,0,1,4.00,86.29,Loyal
C02503,0,0.00,0.00,,,,0,0,,0.00,New
C02504,53,4203.81,79.32,2023-11-01,2025-12-30,1,0,15,4.33,4203.81,Regular
C02505,0,0.00,0.00,,,,0,0,,0.00,Regular
C02506,71,8103.69,114.14,2024-06-17,2025-12-20,11,3,54,4.43,8103.69,Loyal
C02507,0,0.00,0.00,,,,0,0,,0.00,Regular
C02508,20,1791.34,89.57,2025-04-05,2025-12-31,0,2,8,4.50,1791.34,Loyal
C02509,12,1072.41,89.37,2024-12-10,2025-12-31,0,0,6,4.00,1072.41,Regular
C02510,6,557.86,92.98,2025-04-22,2025-12-30,1,0,2,5.00,557.86,Regular
C02511,0,0.00,0.00,,,,0,0,,0.00,Regular
C02512,25,2164.34,86.57,2024-04-03,2025-12-23,8,1,6,4.50,2164.34,Regular
C02513,81,6887.71,85.03,2023-05-19,2025-12-06,25,3,21,4.33,6887.71,Regular
C02514,0,0.00,0.00,,,,0,0,,0.00,VIP
C02515,1,122.79,122.79,2025-12-28,2025-12-28,3,0,2,4.00,122.79,Regular
C02516,47,4834.60,102.86,2024-05-09,2025-12-07,24,6,26,4.35,4834.60,Loyal
C02517,0,0.00,0.00,,,,0,0,,0.00,New
C02518,33,3692.79,111.90,2024-11-15,2025-12-29,2,0,16,4.12,3692.79,VIP
C02519,0,0.00,0.00,,,,0,0,,0.00,New
C02520,3,183.76,61.25,2025-08-21,2025-12-11,20,0,0,,183.76,Regular
C02521,10,1129.40,112.94,2025-06-25,2025-12-11,20,0,3,4.33,1129.40,Loyal
C02522,6,483.11,80.52,2025-11-24,2025-12-22,9,0,4,4.50,483.11,Loyal
C02523,14,999.30,71.38,2024-05-13,2025-11-21,40,0,2,4.00,999.30,New
C02524,1,51.14,51.14,2025-09-19,2025-09-19,103,0,0,,51.14,New
C02525,55,4722.09,85.86,2023-06-02,2025-12-30,1,3,14,3.86,4722.09,Regular
C02526,40,3041.41,76.04,2023-10-20,2025-11-30,31,0,14,4.36,3041.41,Regular
C02527,33,2480.46,75.17,2023-10-09,2025-12-10,21,2,5,4.00,2480.46,Regular
C02528,2,170.97,85.48,2025-02-11,2025-04-15,260,0,0,,170.97,New
C02529,67,6813.87,101.70,2024-06-07,2025-12-17,14,4,44,4.30,6813.87,Loyal
C02530,41,3621.04,88.32,2023-08-01,2025-12-12,19,0,13,4.23,3621.04,Regular
C02531,11,921.79,83.80,2024-06-23,2025-12-04,27,1,6,4.17,921.79,New
C02532,6,610.68,101.78,2025-12-11,2025-12-20,11,1,5,4.80,610.68,VIP
C02533,230,17284.51,75.15,2023-01-02,2025-12-30,1,13,67,4.22,17284.51,Regular
C02534,17,984.22,57.90,2024-10-18,2025-12-25,6,0,6,3.83,984.22,Regular
C02535,2,107.70,53.85,2025-11-27,2025-12-16,15,0,0,,107.70,Regular
C02536,17,1662.60,97.80,2025-05-11,2025-12-31,0,0,8,4.62,1662.60,Loyal
C02537,0,0.00,0.00,,,,0,0,,0.00,New
C02538,1,106.44,106.44,2025-12-10,2025-12-10,21,0,0,,106.44,New
C02539,0,0.00,0.00,,,,0,0,,0.00,Regular
C02540,36,3693.58,102.60,2024-09-16,2025-12-13,18,2,22,4.27,3693.58,Loyal
C02541,32,2406.52,75.20,2023-08-14,2025-12-17,14,0,11,4.55,2406.52,New
C02542,12,801.80,66.82,2024-05-31,2025-12-18,13,0,6,4.17,801.80,Regular
C02543,50,6112.96,122.26,2024-04-14,2025-12-18,13,2,34,4.32,6112.96,VIP
C02544,22,2577.16,117.14,2025-01-17,2025-12-24,7,1,13,4.77,2577.16,VIP
C02545,0,0.00,0.00,,,,0,0,,0.00,Regular
C02546,13,937.57,72.12,2025-02-01,2025-12-28,3,0,6,4.17,937.57,Loyal
C02547,7,406.50,58.07,2024-06-24,2025-03-14,292,0,0,,406.50,New
C02548,33,2835.57,85.93,2024-03-01,2025-11-22,39,3,15,4.20,2835.57,Regular
C02549,9,443.76,49.31,2024-10-28,2025-11-27,34,0,1,5.00,443.76,Regular
C02550,18,1643.00,91.28,2025-05-13,2025-11-24,37,1,7,4.00,1643.00,Loyal
C02551,11,984.01,89.46,2025-07-22,2025-12-01,30,1,6,4.83,984.01,Regular
C02552,0,0.00,0.00,,,,0,0,,0.00,Regular
C02553,32,2670.10,83.44,2023-03-03,2025-11-30,31,5,9,4.67,2670.10,New
C02554,93,7449.63,80.10,2023-01-19,2025-12-04,27,5,32,4.31,7449.63,Regular
C02555,13,1161.33,89.33,2024-12-02,2025-12-29,2,1,4,4.00,1161.33,Regular
C02556,24,1557.17,64.88,2023-11-03,2025-12-15,16,0,9,4.33,1557.17,Regular
C02557,2,96.60,48.30,2025-08-02,2025-11-26,35,0,0,,96.60,New
C02558,0,0.00,0.00,,,,0,0,,0.00,New
C02559,81,8037.39,99.23,2023-06-23,2025-12-18,13,5,27,4.22,8037.39,Regular
C02560,34,4307.62,126.69,2024-12-27,2025-12-24,7,4,25,4.28,4307.62,VIP
C02561,64,5175.22,80.86,2023-09-03,2025-12-07,24,3,14,4.29,5175.22,Regular
C02562,19,1945.73,102.41,2024-06-03,2025-12-08,23,0,9,4.00,1945.73,Regular
C02563,4,527.25,131.81,2025-11-05,2025-12-15,16,0,4,4.50,527.25,Loyal
C02564,73,6862.83,94.01,2024-05-08,2025-12-25,6,6,33,4.36,6862.83,Loyal
C02565,29,2594.43,89.46,2024-10-12,2025-12-05,26,4,15,4.13,2594.43,Loyal
C02566,14,1265.15,90.37,2024-05-19,2025-11-30,31,0,5,4.00,1265.15,Regular
C02567,11,1282.33,116.58,2024-03-28,2025-10-02,90,0,10,4.40,1282.33,New
C02568,17,1395.08,82.06,2025-05-01,2025-12-22,9,2,3,4.00,1395.08,New
C02569,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02570,84,6082.26,72.41,2023-10-21,2025-12-29,2,4,28,4.29,6082.26,Regular
C02571,0,0.00,0.00,,,,0,0,,0.00,Regular
C02572,14,1236.92,88.35,2025-07-05,2025-12-27,4,3,9,4.11,1236.92,Loyal
C02573,6,437.85,72.98,2025-08-30,2025-11-25,36,0,0,,437.85,Regular
C02574,0,0.00,0.00,,,,0,0,,0.00,VIP
C02575,2,43.91,21.95,2025-11-15,2025-11-25,36,0,1,2.00,43.91,New
C02576,54,3916.19,72.52,2024-01-25,2025-12-07,24,7,13,4.38,3916.19,Regular
C02577,6,477.88,79.65,2025-07-16,2025-12-15,16,0,2,4.00,477.88,Regular
C02578,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02579,28,3266.25,116.65,2024-08-14,2025-12-14,17,1,11,4.18,3266.25,Regular
C02580,24,2166.89,90.29,2024-03-25,2025-07-18,166,1,3,4.33,2166.89,Regular
C02581,28,2907.70,103.85,2025-05-25,2025-12-20,11,3,20,4.40,2907.70,VIP
C02582,0,0.00,0.00,,,,0,0,,0.00,Regular
C02583,43,4767.59,110.87,2024-08-13,2025-12-20,11,2,29,4.38,4767.59,VIP
C02584,28,3180.11,113.58,2025-01-24,2025-12-20,11,0,17,4.29,3180.11,VIP
C02585,45,3048.40,67.74,2023-09-01,2025-11-29,32,1,16,4.44,3048.40,Regular
C02586,14,1186.04,84.72,2025-01-24,2025-12-13,18,0,5,4.60,1186.04,Regular
C02587,17,1602.81,94.28,2025-03-21,2025-12-22,9,2,9,4.00,1602.81,Regular
C02588,13,976.38,75.11,2025-06-19,2025-12-11,20,2,8,4.25,976.38,Regular
C02589,0,0.00,0.00,,,,0,0,,0.00,Regular
C02590,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02591,29,2433.07,83.90,2024-03-04,2025-12-11,20,2,8,4.38,2433.07,Regular
C02592,2,83.28,41.64,2025-11-16,2025-11-30,31,0,0,,83.28,Regular
C02593,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02594,1,35.50,35.50,2025-12-09,2025-12-09,22,0,0,,35.50,New
C02595,3,360.37,120.12,2025-12-13,2025-12-25,6,1,3,4.00,360.37,Regular
C02596,28,2433.02,86.89,2023-01-29,2025-08-23,130,2,7,3.86,2433.02,New
C02597,124,11013.32,88.82,2023-03-10,2025-12-07,24,7,43,4.33,11013.32,Regular
C02598,21,1881.20,89.58,2024-11-22,2025-12-30,1,0,13,4.23,1881.20,Loyal
C02599,0,0.00,0.00,,,,0,0,,0.00,Regular
C02600,5,493.17,98.63,2025-07-04,2025-12-06,25,0,2,4.50,493.17,Regular
C02601,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02602,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02603,87,9123.71,104.87,2023-07-06,2025-12-18,13,2,47,4.19,9123.71,Loyal
C02604,48,5227.01,108.90,2024-09-02,2025-12-24,7,4,27,4.30,5227.01,Loyal
C02605,43,3814.78,88.72,2023-11-23,2025-12-31,0,3,10,4.50,3814.78,Regular
C02606,40,3417.95,85.45,2023-08-20,2025-12-16,15,3,11,4.64,3417.95,Regular
C02607,5,135.81,27.16,2025-11-26,2025-12-16,15,0,0,,135.81,Loyal
C02608,27,2247.15,83.23,2024-02-25,2025-11-28,33,3,7,4.29,2247.15,Regular
C02609,0,0.00,0.00,,,,0,0,,0.00,New
C02610,67,6466.07,96.51,2023-03-12,2025-11-08,53,6,33,4.06,6466.07,Regular
C02611,18,1663.58,92.42,2025-02-15,2025-11-27,34,0,8,4.25,1663.58,Loyal
C02612,6,393.60,65.60,2024-11-02,2025-11-19,42,0,2,4.00,393.60,New
C02613,0,0.00,0.00,,,,0,0,,0.00,VIP
C02614,41,4975.85,121.36,2025-04-23,2025-12-28,3,4,25,4.20,4975.85,VIP
C02615,8,595.03,74.38,2025-01-18,2025-11-10,51,0,3,4.00,595.03,Regular
C02616,52,4346.56,83.59,2024-01-16,2025-12-26,5,3,17,4.24,4346.56,Regular
C02617,24,1802.60,75.11,2024-10-23,2025-12-08,23,2,13,4.46,1802.60,Loyal
C02618,85,6116.89,71.96,2023-03-18,2025-10-29,63,3,23,4.13,6116.89,Regular
C02619,6,628.45,104.74,2025-04-12,2025-10-27,65,0,3,4.33,628.45,Regular
C02620,10,657.59,65.76,2024-07-18,2025-12-26,5,1,4,4.25,657.59,New
C02621,56,5550.14,99.11,2023-12-11,2025-12-20,11,4,28,4.21,5550.14,Loyal
C02622,100,10591.98,105.92,2023-07-01,2025-12-20,11,10,52,4.44,10591.98,Loyal
C02623,9,718.72,79.86,2024-02-25,2025-12-09,22,0,4,4.75,718.72,New
C02624,39,3600.78,92.33,2023-01-26,2025-11-17,44,1,16,4.19,3600.78,New
C02625,0,0.00,0.00,,,,0,0,,0.00,New
C02626,6,694.26,115.71,2025-08-20,2025-12-06,25,1,4,4.50,694.26,New
C02627,15,1015.85,67.72,2023-09-23,2025-10-25,67,1,3,4.33,1015.85,New
C02628,0,0.00,0.00,,,,0,0,,0.00,Regular
C02629,10,951.86,95.19,2025-05-08,2025-12-31,0,0,4,4.00,951.86,Loyal
C02630,3,279.74,93.25,2025-11-23,2025-12-21,10,0,0,,279.74,Regular
C02631,25,2350.39,94.02,2024-06-30,2025-12-31,0,1,3,4.00,2350.39,Regular
C02632,5,387.94,77.59,2025-06-26,2025-12-04,27,0,1,5.00,387.94,Regular
C02633,0,0.00,0.00,,,,0,0,,0.00,New
C02634,13,768.16,59.09,2025-02-01,2025-11-28,33,1,2,4.50,768.16,Regular
C02635,2,126.97,63.48,2025-12-06,2025-12-24,7,0,1,4.00,126.97,New
C02636,5,671.40,134.28,2025-03-01,2025-11-23,38,0,5,4.80,671.40,Regular
C02637,0,0.00,0.00,,,,0,0,,0.00,Regular
C02638,9,1397.85,155.32,2025-09-20,2025-12-31,0,0,6,4.17,1397.85,Loyal
C02639,20,1321.08,66.05,2023-12-22,2025-05-24,221,0,4,4.00,1321.08,Regular
C02640,68,6267.74,92.17,2023-05-11,2025-12-19,12,5,34,4.29,6267.74,Regular
C02641,34,2414.39,71.01,2023-12-14,2025-12-30,1,1,8,3.88,2414.39,Regular
C02642,6,582.69,97.12,2025-06-12,2025-12-17,14,0,2,4.00,582.69,Regular
C02643,76,8934.48,117.56,2024-01-24,2025-12-04,27,5,44,4.18,8934.48,VIP
C02644,4,531.98,133.00,2025-06-14,2025-12-27,4,0,3,4.00,531.98,Regular
C02645,39,2902.20,74.42,2023-08-01,2025-12-28,3,2,7,4.14,2902.20,Regular
C02646,1,65.22,65.22,2025-11-12,2025-11-12,49,0,1,5.00,65.22,New
C02647,2,190.83,95.42,2025-07-08,2025-12-29,2,0,0,,190.83,New
C02648,32,2652.80,82.90,2023-12-13,2025-11-22,39,1,9,3.78,2652.80,Regular
C02649,18,1478.15,82.12,2024-11-01,2025-12-13,18,1,8,4.25,1478.15,Regular
C02650,0,0.00,0.00,,,,0,0,,0.00,Regular
C02651,0,0.00,0.00,,,,0,0,,0.00,Regular
C02652,51,3721.59,72.97,2023-06-24,2025-12-04,27,2,11,4.45,3721.59,Regular
C02653,21,2033.11,96.81,2024-03-21,2025-12-31,0,2,6,3.83,2033.11,Regular
C02654,28,2623.53,93.70,2024-11-26,2025-12-27,4,2,15,4.13,2623.53,Loyal
C02655,1,42.05,42.05,2025-09-01,2025-09-01,121,0,0,,42.05,New
C02656,9,1173.11,130.35,2025-06-05,2025-12-19,12,3,7,4.29,1173.11,Regular
C02657,7,636.04,90.86,2025-06-24,2025-12-11,20,0,2,4.50,636.04,Regular
C02658,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02659,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02660,18,1225.10,68.06,2024-05-04,2025-12-08,23,2,4,4.00,1225.10,Regular
C02661,10,861.81,86.18,2025-09-25,2025-12-27,4,0,3,4.00,861.81,Regular
C02662,28,2107.25,75.26,2024-03-02,2025-12-16,15,1,9,4.44,2107.25,Regular
C02663,17,1742.59,102.51,2024-07-02,2025-12-01,30,0,4,4.50,1742.59,Regular
C02664,7,422.06,60.29,2024-11-28,2025-10-24,68,1,1,4.00,422.06,New
C02665,8,875.43,109.43,2025-11-02,2025-12-19,12,0,5,4.40,875.43,VIP
C02666,0,0.00,0.00,,,,0,0,,0.00,Regular
C02667,0,0.00,0.00,,,,0,0,,0.00,Regular
C02668,45,5465.64,121.46,2024-12-08,2025-12-16,15,3,28,4.04,5465.64,VIP
C02669,0,0.00,0.00,,,,0,0,,0.00,Loyal
C02670,6,455.69,75.95,2025-10-03,2025-12-22,9,0,3,4.67,455.69,Regular
C02671,3,222.44,74.15,2025-10-02,2025-11-18,43,0,0,,222.44,Regular
C02672,44,4039.82,91.81,2024-04-23,2025-12-31,0,0,22,4.14,4039.82,Loyal
C02673,64,5661.51,88.46,2023-05-19,2025-12-23,8,3,25,4.32,5661.51,Regular
C02674,19,1558.42,82.02,2024-07-19,2025-11-27,34,1,12,4.08,1558.42,Regular
C02675,19,1625.23,85.54,2025-01-08,2025-12-31,0,0,7,4.57,1625.23,Regular
C02676,4,283.86,70.97,2025-11-27,2025-12-28,3,1,2,3.50,283.86,Regular
C02677,8,810.56,101.32,2025-04-09,2025-11-17,44,0,2,5.00,810.56,Regular
C02678,0,0.00,0.00,,,,0,0,,0.00,Regular
C02679,39,3584.99,91.92,2023-08-12,2025-12-06,25,1,14,4.29,3584.99,Regular
C02680,11,1350.67,122.79,2025-04-09,2025-12-25,6,0,2,4.00,1350.67,Regular
C02681,117,12473.10,106.61,2023-05-13,2025-12-19,12,11,55,4.36,12473.10,Loyal
C02682,15,999.50,66.63,2025-05-22,2025-12-25,6,0,5,4.00,999.50,Regular
C02683,0,0.00,0.00,,,,0,0,,0.00,Regular
C02684,36,3589.38,99.71,2023-12-04,2025-12-19,12,2,13,4.77,3589.38,Regular
C02685,6,713.90,118.98,2025-05-19,2025-11-25,36,3,8,4.50,713.90,Loyal
C02686,33,3303.55,100.11,2023-09-19,2025-10-17,75,1,12,4.00,3303.55,Regular
C02687,167,18153.00,108.70,2023-05-26,2025-12-31,0,9,87,4.30,18153.00,VIP
C02688,65,5656.58,87.02,2023-03-26,2025-12-27,4,3,27,4.11,5656.58,Regular
C02689,20,2419.13,120.96,2025-04-11,2025-12-29,2,3,9,4.22,2419.13,VIP
C02690,27,1605.20,59.45,2023-12-30,2025-12-24,7,0,8,4.50,1605.20,Regular
C02691,13,1077.68,82.90,2023-12-18,2025-12-12,19,2,4,3.75,1077.68,New
C02692,74,8906.97,120.36,2024-10-12,2025-12-31,0,4,48,4.21,8906.97,VIP
C02693,7,418.19,59.74,2025-04-14,2025-12-09,22,0,1,5.00,418.19,Regular
C02694,68,5974.25,87.86,2023-03-06,2025-12-17,14,4,13,4.08,5974.25,Regular
C02695,8,658.00,82.25,2024-03-06,2025-11-26,35,1,3,4.00,658.00,New
C02696,24,2436.26,101.51,2023-04-12,2025-11-26,35,1,8,4.50,2436.26,New
C02697,47,3506.09,74.60,2023-10-25,2025-12-19,12,1,23,3.83,3506.09,Regular
C02698,19,1523.53,80.19,2025-01-30,2025-11-24,37,1,6,4.00,1523.53,Regular
C02699,24,2404.35,100.18,2024-08-31,2025-12-06,25,1,11,4.00,2404.35,Loyal
C02700,151,12773.49,84.59,2023-01-27,2025-12-02,29,12,42,4.36,12773.49,Regular
C02701,12,832.91,69.41,2024-06-03,2025-12-29,2,1,3,4.67,832.91,New
C02702,36,2416.97,67.14,2023-11-14,2025-12-04,27,2,11,3.73,2416.97,Regular
C02703,92,8569.87,93.15,2023-02-07,2025-12-10,21,10,35,4.29,8569.87,Regular
C02704,21,1771.71,84.37,2024-04-25,2025-12-24,7,2,9,4.11,1771.71,Regular
C02705,11,817.97,74.36,2025-07-12,2025-12-18,13,2,3,4.33,817.97,Regular
