date,total_sales,total_orders,units_sold,gross_sales,total_discount,avg_order_value,return_count,return_rate,avg_rating,sales_lag_7d,sales_lag_14d,sales_lag_30d,rolling_7d_sales,rolling_30d_sales,rolling_7d_orders
2024-02-16,7836.48,84,173,7755.39,139.08,93.29,7,0.0833,4.20,12805.69,13260.86,12272.24,85404.19,346307.65,870
2024-02-17,7926.00,92,178,7767.46,97.23,86.15,6,0.0652,4.22,14577.91,11692.86,11610.15,78752.28,342623.50,811
2024-02-18,10555.05,109,246,10470.63,182.27,96.84,11,0.1009,4.31,11588.63,7842.60,14853.32,77718.70,338325.23,791
2024-02-19,7470.53,70,168,7484.82,148.21,106.72,4,0.0571,4.29,15092.66,10182.80,16463.85,70096.57,329331.91,706
2024-02-20,8565.78,92,190,8522.79,150.43,93.11,7,0.0761,4.22,10163.76,9361.57,10556.17,68498.59,327341.52,695
2024-02-21,11640.23,109,251,11616.49,220.24,106.79,7,0.0642,4.35,12094.64,9305.36,11882.26,68044.18,327099.49,683
2024-02-22,10987.59,103,231,10941.58,222.74,106.68,3,0.0291,4.32,14050.11,7209.75,13639.31,64981.66,324447.77,659
2024-02-23,7896.12,79,171,7886.03,148.63,99.95,6,0.0759,4.17,7836.48,12805.69,10523.58,65041.30,321820.31,654
2024-02-24,13769.84,137,306,13742.78,285.27,100.51,4,0.0292,4.16,7926.00,14577.91,10642.26,70885.14,324947.89,699
2024-02-25,9268.86,88,181,9216.69,131.33,105.33,2,0.0227,4.13,10555.05,11588.63,10632.76,69598.95,323583.99,678
2024-02-26,8302.75,92,187,8177.84,131.02,90.25,3,0.0326,4.17,7470.53,15092.66,12513.93,70431.17,319372.81,700
2024-02-27,9148.34,83,194,9155.35,171.61,110.22,5,0.0602,4.17,8565.78,10163.76,12624.06,71013.73,315897.09,691
2024-02-28,9309.44,89,195,9308.90,205.78,104.60,8,0.0899,4.10,11640.23,12094.64,9376.21,68682.94,315830.32,671
2024-02-29,10379.85,103,217,10332.54,174.91,100.78,10,0.0971,4.16,10987.59,14050.11,8605.02,68075.20,317605.15,671
2024-03-01,13773.02,125,302,13826.49,293.44,110.18,4,0.0320,4.30,7896.12,7836.48,11991.75,73952.10,319386.42,717
2024-03-02,13464.85,138,307,13395.93,225.66,97.57,4,0.0290,4.18,13769.84,7926.00,13327.34,73647.11,319523.93,718
2024-03-03,10948.44,104,231,10951.50,176.62,105.27,9,0.0865,4.20,9268.86,10555.05,13260.86,75326.69,317211.51,734
2024-03-04,12735.41,118,270,12724.10,214.69,107.93,7,0.0593,4.30,8302.75,7470.53,11692.86,79759.35,318254.06,760
2024-03-05,9696.72,98,215,9727.63,219.39,98.95,8,0.0816,4.35,9148.34,8565.78,7842.60,80307.73,320108.18,775
2024-03-06,10479.75,100,222,10434.20,168.66,104.80,6,0.0600,4.21,9309.44,11640.23,10182.80,81478.04,320405.13,786
2024-03-07,7628.52,75,173,7552.94,125.75,101.71,7,0.0933,4.23,10379.85,10987.59,9361.57,78726.71,318672.08,758
2024-03-08,14820.67,134,295,14777.61,275.32,110.60,3,0.0224,4.09,13773.02,7896.12,9305.36,79774.36,324187.39,767
2024-03-09,10124.62,96,212,10064.67,168.12,105.46,8,0.0833,4.10,13464.85,13769.84,7209.75,76434.13,327102.26,725
2024-03-10,7828.16,87,173,7715.88,133.69,89.98,6,0.0690,4.16,10948.44,9268.86,12805.69,73313.85,322124.73,708
2024-03-11,7189.43,72,157,7218.82,197.90,99.85,2,0.0278,4.20,12735.41,8302.75,14577.91,67767.87,314736.25,662
2024-03-12,9964.50,84,205,10024.92,194.29,118.63,9,0.1071,4.22,9696.72,9148.34,11588.63,68035.65,313112.12,648
2024-03-13,8913.00,82,194,8922.92,185.43,108.70,8,0.0976,4.24,10479.75,9309.44,15092.66,66468.90,306932.46,630
2024-03-14,12602.92,118,263,12581.21,252.95,106.80,4,0.0339,4.18,7628.52,10379.85,10163.76,71443.30,309371.62,673
2024-03-15,13265.28,123,277,13246.79,240.36,107.85,4,0.0325,4.32,14820.67,13773.02,12094.64,69887.91,310542.26,662
2024-03-16,8450.44,87,195,8443.62,174.76,97.13,6,0.0690,4.39,10124.62,13464.85,14050.11,68213.73,304942.59,653
2024-03-17,10403.53,96,217,10469.42,266.25,108.37,10,0.1042,4.20,7828.16,10948.44,7836.48,70789.10,307509.64,662
2024-03-18,9343.60,97,198,9290.12,130.98,96.33,8,0.0825,4.10,7189.43,12735.41,7926.00,72943.27,308927.24,687
2024-03-19,9510.83,86,198,9551.73,198.62,110.59,9,0.1047,4.12,9964.50,9696.72,10555.05,72489.60,307883.02,689
2024-03-20,11934.52,129,278,12549.18,935.93,92.52,5,0.0388,4.20,8913.00,10479.75,7470.53,75511.12,312347.01,736
2024-03-21,12231.52,119,284,12995.87,1045.02,102.79,3,0.0252,4.27,12602.92,7628.52,8565.78,75139.72,316012.75,737
2024-03-22,16060.82,163,359,16910.99,1290.57,98.53,11,0.0675,4.16,13265.28,14820.67,11640.23,77935.26,320433.34,777
2024-03-23,15272.41,170,382,16123.20,1273.21,89.84,6,0.0353,4.40,8450.44,10124.62,10987.59,84757.23,324718.16,860
2024-03-24,11124.84,124,257,11780.91,960.45,89.72,7,0.0565,4.31,10403.53,7828.16,7896.12,85478.54,327946.88,888
2024-03-25,13543.10,143,333,14224.03,1063.68,94.71,6,0.0420,4.20,9343.60,7189.43,13769.84,89678.04,327720.14,934
2024-03-26,12800.58,122,299,13555.10,1053.97,104.92,6,0.0492,4.34,9510.83,9964.50,9268.86,92967.79,331251.86,970
2024-03-27,12783.07,133,273,13522.56,1101.37,96.11,10,0.0752,4.35,11934.52,8913.00,8302.75,93816.34,335732.18,974
2024-03-28,9046.06,88,192,8994.58,139.93,102.80,6,0.0682,4.16,12231.52,12602.92,9148.34,90630.88,335629.90,943
2024-03-29,13612.53,132,290,13559.32,229.48,103.13,1,0.0076,4.25,16060.82,13265.28,9309.44,88182.59,339932.99,912
2024-03-30,12445.98,120,279,12462.20,283.03,103.72,6,0.0500,4.34,15272.41,8450.44,10379.85,85356.16,341999.12,862
2024-03-31,11179.46,108,259,11190.00,233.66,103.51,10,0.0926,4.37,11124.84,10403.53,13773.02,85410.78,339405.56,846
2024-04-01,9471.55,89,193,9480.09,177.14,106.42,9,0.1011,4.23,13543.10,9343.60,13464.85,81339.23,335412.26,792
2024-04-02,8508.69,91,200,8462.98,177.52,93.50,2,0.0220,4.48,12800.58,9510.83,10948.44,77047.34,332972.51,761
2024-04-03,10094.24,88,204,10112.46,212.63,114.71,7,0.0795,4.07,12783.07,11934.52,12735.41,74358.51,330331.34,716
2024-04-04,9349.80,97,211,9252.00,134.21,96.39,7,0.0722,4.29,9046.06,12231.52,9696.72,74662.25,329984.42,725
2024-04-05,10185.04,92,201,10199.75,215.04,110.71,5,0.0543,4.15,13612.53,16060.82,10479.75,71234.76,329689.71,685
2024-04-06,11811.91,115,257,11854.48,257.74,102.71,11,0.0957,4.13,12445.98,15272.41,7628.52,70600.69,333873.10,680
2024-04-07,6807.68,58,141,6885.64,167.23,117.37,5,0.0862,4.23,11179.46,11124.84,14820.67,66228.91,325860.11,630
2024-04-08,9292.41,89,190,9228.08,192.61,104.41,7,0.0787,4.34,9471.55,13543.10,10124.62,66049.77,325027.90,630
2024-04-09,5464.31,57,128,5398.74,79.23,95.87,2,0.0351,4.16,8508.69,12800.58,7828.16,63005.39,322664.05,596
2024-04-10,9091.07,94,204,9044.76,185.85,96.71,11,0.1170,4.28,10094.24,12783.07,7189.43,62002.22,324565.69,602
2024-04-11,8568.86,95,190,8508.20,170.40,90.20,7,0.0737,4.33,9349.80,9046.06,9964.50,61221.28,323170.05,600
2024-04-12,11637.58,108,254,11664.18,254.74,107.76,6,0.0556,4.17,10185.04,13612.53,8913.00,62673.82,325894.63,616
2024-04-13,9578.51,97,202,9471.58,162.88,98.75,2,0.0206,4.09,11811.91,12445.98,12602.92,60440.42,322870.22,598
2024-04-14,6958.48,71,145,6901.66,126.68,98.01,4,0.0563,4.31,6807.68,11179.46,13265.28,60591.22,316563.42,611
2024-04-15,7431.19,69,158,7362.12,115.43,107.70,4,0.0580,4.24,9292.41,9471.55,8450.44,58730.00,315544.17,591
2024-04-16,7016.75,64,151,7066.39,155.78,109.64,5,0.0781,4.18,5464.31,8508.69,10403.53,60282.44,312157.39,598
2024-04-17,6828.64,63,156,6817.58,133.79,108.39,7,0.1111,4.29,9091.07,10094.24,9343.60,58020.01,309642.43,567
2024-04-18,11452.81,117,248,11462.10,261.21,97.89,9,0.0769,4.31,8568.86,9349.80,9510.83,60903.96,311584.41,589
2024-04-19,10625.79,97,223,10671.29,222.04,109.54,5,0.0515,4.30,11637.58,10185.04,11934.52,59892.17,310275.68,578
2024-04-20,12146.85,116,268,12160.72,256.87,104.71,9,0.0776,4.11,9578.51,11811.91,12231.52,62460.51,310191.01,597
2024-04-21,6797.93,80,153,6704.25,118.47,84.97,9,0.1125,4.20,6958.48,6807.68,16060.82,62299.96,300928.12,606
2024-04-22,10140.89,99,220,10129.64,179.17,102.43,7,0.0707,4.20,7431.19,9292.41,15272.41,65009.66,295796.60,636
2024-04-23,9550.43,95,207,9546.37,203.18,100.53,6,0.0632,4.40,7016.75,5464.31,11124.84,67543.34,294222.19,667
2024-04-24,7397.12,81,162,7325.91,115.26,91.32,5,0.0617,4.29,6828.64,9091.07,13543.10,68111.82,288076.21,685
2024-04-25,10653.19,101,233,10611.40,199.18,105.48,6,0.0594,4.22,11452.81,8568.86,12800.58,67312.20,285928.82,669
2024-04-26,10198.56,87,209,10215.78,207.69,117.22,7,0.0805,4.18,10625.79,11637.58,12783.07,66884.97,283344.31,659
2024-04-27,10822.52,112,259,10802.37,232.71,96.63,4,0.0357,4.14,12146.85,9578.51,9046.06,65560.64,285120.77,655
2024-04-28,6936.65,69,151,6949.18,172.22,100.53,2,0.0290,4.32,6797.93,6958.48,13612.53,65699.36,278444.89,644
2024-04-29,7800.75,75,171,7729.33,116.09,104.01,6,0.0800,4.06,10140.89,7431.19,12445.98,63359.22,273799.66,620
2024-04-30,10101.72,91,209,10106.97,200.57,111.01,5,0.0549,4.22,9550.43,7016.75,11179.46,63910.51,272721.92,616
2024-05-01,11544.89,110,256,11556.44,215.81,104.95,10,0.0909,4.31,7397.12,6828.64,9471.55,68058.28,274795.26,645
2024-05-02,8679.62,83,181,8684.85,173.80,104.57,7,0.0843,4.20,10653.19,11452.81,8508.69,66084.71,274966.19,627
2024-05-03,10429.78,112,244,10369.88,199.97,93.12,7,0.0625,4.27,10198.56,10625.79,10094.24,66315.93,275301.73,652
2024-05-04,11829.15,114,251,11775.89,206.65,103.76,4,0.0351,4.30,10822.52,12146.85,9349.80,67322.56,277781.08,654
2024-05-05,11893.03,110,266,11917.40,230.61,108.12,4,0.0364,4.27,6936.65,6797.93,10185.04,72278.94,279489.07,695
2024-05-06,11720.79,110,245,11691.74,222.76,106.55,8,0.0727,4.16,7800.75,10140.89,11811.91,76198.98,279397.95,730
2024-05-07,5907.73,64,118,5901.81,146.79,92.31,10,0.1562,4.36,10101.72,9550.43,6807.68,72004.99,278498.00,703
2024-05-08,10897.94,109,249,10886.79,223.92,99.98,4,0.0367,4.17,11544.89,7397.12,9292.41,71358.04,280103.53,702
2024-05-09,13023.86,122,282,13001.93,255.73,106.75,5,0.0410,4.29,8679.62,10653.19,5464.31,75702.28,287663.08,741
2024-05-10,11824.61,116,261,11836.39,267.61,101.94,8,0.0690,4.16,10429.78,10198.56,9091.07,77097.11,290396.62,745
2024-05-11,12650.60,118,287,12697.73,267.24,107.21,3,0.0254,4.23,11829.15,10822.52,8568.86,77918.56,294478.36,749
2024-05-12,10278.47,95,207,10284.94,210.79,108.19,3,0.0316,4.39,11893.03,6936.65,11637.58,76304.00,293119.25,734
2024-05-13,11660.78,115,246,11531.13,186.78,101.40,5,0.0435,4.17,11720.79,7800.75,9578.51,76243.99,295201.52,739
2024-05-14,13964.03,115,289,14009.67,243.01,121.43,6,0.0522,4.20,5907.73,10101.72,6958.48,84300.29,302207.07,790
2024-05-15,8825.44,93,198,8784.96,185.71,94.90,2,0.0215,4.37,10897.94,11544.89,7431.19,82227.79,303601.32,774
2024-05-16,11159.22,104,244,11140.59,246.25,107.30,7,0.0673,4.35,13023.86,8679.62,7016.75,80363.15,307743.79,756
2024-05-17,12340.47,115,265,12376.59,276.15,107.31,8,0.0696,4.35,11824.61,10429.78,6828.64,80879.01,313255.62,755
2024-05-18,15619.68,154,336,15506.89,249.18,101.43,10,0.0649,4.29,12650.60,11829.15,11452.81,83848.09,317422.49,791
2024-05-19,5439.05,61,117,5376.53,94.16,89.16,10,0.1639,4.43,10278.47,11893.03,10625.79,79008.67,312235.75,757
2024-05-20,8817.16,78,186,8807.56,134.21,113.04,5,0.0641,4.24,11660.78,11720.79,12146.85,76165.05,308906.06,720
2024-05-21,8274.45,84,175,8170.22,113.92,98.51,5,0.0595,4.36,13964.03,5907.73,6797.93,70475.47,310382.58,689
2024-05-22,14567.89,134,304,14543.54,268.19,108.72,5,0.0373,4.57,8825.44,10897.94,10140.89,76217.92,314809.58,730
2024-05-23,8350.59,89,187,8354.35,191.17,93.83,5,0.0562,4.41,11159.22,13023.86,9550.43,73409.29,313609.74,715
2024-05-24,16560.43,177,383,16963.95,812.13,93.56,4,0.0226,4.37,12340.47,11824.61,7397.12,77629.25,322773.05,777
2024-05-25,16867.92,164,378,17186.24,726.92,102.85,2,0.0122,4.25,15619.68,12650.60,10653.19,78877.49,328987.78,787
2024-05-26,14137.71,148,322,14377.98,634.00,95.53,3,0.0203,4.22,5439.05,10278.47,10198.56,87576.15,332926.93,874
2024-05-27,14066.76,130,297,14489.16,676.27,108.21,7,0.0538,4.07,8817.16,11660.78,10822.52,92825.75,336171.17,926
2024-05-28,14824.45,157,334,15266.10,798.76,94.42,3,0.0191,4.23,8274.45,13964.03,6936.65,99375.75,344058.97,999
2024-05-29,13770.13,148,311,14105.25,651.49,93.04,9,0.0608,4.40,14567.89,8825.44,7800.75,98577.99,350028.35,1013
2024-05-30,16534.98,159,373,17041.72,876.69,103.99,7,0.0440,4.33,8350.59,11159.22,10101.72,106762.38,356461.61,1083
2024-05-31,17329.17,163,373,17678.19,726.90,106.31,4,0.0245,4.16,16560.43,12340.47,11544.89,107531.12,362245.89,1069
2024-06-01,11608.51,123,270,11506.68,205.58,94.38,4,0.0325,4.32,16867.92,15619.68,8679.62,102271.71,365174.78,1028
2024-06-02,8162.90,92,184,8071.85,166.82,88.73,5,0.0543,4.21,14137.71,5439.05,10429.78,96296.90,362907.90,972
2024-06-03,11589.79,103,256,11663.81,249.53,112.52,6,0.0583,4.15,14066.76,8817.16,11829.15,93819.93,362668.54,945
2024-06-04,8742.36,90,185,8701.38,178.24,97.14,7,0.0778,4.34,14824.45,8274.45,11893.03,87737.84,359517.87,878
2024-06-05,10950.21,99,244,10983.65,211.91,110.61,4,0.0404,4.22,13770.13,14567.89,11720.79,84917.92,358747.29,829
2024-06-06,7296.04,79,169,7254.92,156.27,92.35,6,0.0759,4.41,16534.98,8350.59,5907.73,75678.98,360135.60,749
2024-06-07,11765.89,121,261,11699.11,211.85,97.24,8,0.0661,4.40,17329.17,16560.43,10897.94,70115.70,361003.55,707
2024-06-08,10302.83,102,232,10289.91,180.48,101.01,5,0.0490,4.17,11608.51,16867.92,13023.86,68810.02,358282.52,686
2024-06-09,10902.20,103,240,10893.80,207.78,105.85,5,0.0485,4.17,8162.90,14137.71,11824.61,71549.32,357360.11,697
2024-06-10,9841.61,100,210,9832.46,223.92,98.42,6,0.0600,4.21,11589.79,14066.76,12650.60,69801.14,354551.12,694
2024-06-11,10629.76,104,236,10524.28,157.39,102.21,8,0.0769,4.29,8742.36,14824.45,10278.47,71688.54,354902.41,708
2024-06-12,12511.06,124,263,12446.88,220.53,100.90,9,0.0726,4.42,10950.21,13770.13,11660.78,73249.39,355752.69,733
2024-06-13,14560.03,149,328,14494.53,282.63,97.72,7,0.0470,4.28,7296.04,16534.98,13964.03,80513.38,356348.69,803
2024-06-14,10821.27,112,236,10773.24,197.92,96.62,2,0.0179,4.17,11765.89,17329.17,8825.44,79568.76,358344.52,794
2024-06-15,19775.95,206,469,21126.82,1879.46,96.00,4,0.0194,4.27,10302.83,11608.51,11159.22,89041.88,366961.25,898
2024-06-16,12877.94,138,322,13840.01,1317.10,93.32,8,0.0580,4.21,10902.20,8162.90,12340.47,91017.62,367498.72,933
2024-06-17,16145.98,170,392,17254.20,1545.58,94.98,4,0.0235,4.28,9841.61,11589.79,15619.68,97321.99,368025.02,1003
2024-06-18,12989.28,138,307,13915.65,1306.26,94.13,9,0.0652,4.24,10629.76,8742.36,5439.05,99681.51,375575.25,1037
2024-06-19,17937.10,188,421,19129.45,1644.48,95.41,6,0.0319,4.26,12511.06,10950.21,8817.16,105107.55,384695.19,1101
2024-06-20,18034.82,185,428,19391.81,1836.92,97.49,9,0.0486,4.10,14560.03,7296.04,8274.45,108582.34,394455.56,1137
2024-06-21,17149.16,178,401,18469.31,1813.91,96.34,3,0.0169,4.08,10821.27,11765.89,14567.89,114910.23,397036.83,1203
2024-06-22,19095.61,204,456,20462.89,1870.05,93.61,11,0.0539,4.25,19775.95,10302.83,8350.59,114229.89,407781.85,1201
2024-06-23,12852.22,134,309,13826.02,1270.36,95.91,10,0.0746,4.41,12877.94,10902.20,16560.43,114204.17,404073.64,1197
2024-06-24,16247.55,160,397,17517.99,1626.48,101.55,8,0.0500,4.27,16145.98,9841.61,16867.92,114305.74,403453.27,1187
2024-06-25,16014.17,154,381,17264.78,1612.51,103.99,9,0.0584,4.27,12989.28,10629.76,14137.71,117330.63,405329.73,1203
2024-06-26,15788.10,186,380,16917.63,1672.94,84.88,7,0.0376,4.38,17937.10,12511.06,14066.76,115181.63,407051.07,1201
2024-06-27,15114.85,151,353,16245.05,1447.49,100.10,15,0.0993,4.27,18034.82,14560.03,14824.45,112261.66,407341.47,1167
2024-06-28,16497.11,179,397,17578.13,1656.32,92.16,7,0.0391,4.24,17149.16,10821.27,13770.13,111609.61,410068.45,1168
2024-06-29,17854.53,201,430,19188.64,1884.47,88.83,5,0.0249,4.23,19095.61,19775.95,16534.98,110368.53,411388.00,1165
2024-06-30,14237.19,150,337,15389.94,1528.54,94.91,4,0.0267,4.30,12852.22,12877.94,17329.17,111753.50,408296.02,1181
2024-07-01,14108.27,153,319,15149.23,1441.57,92.21,9,0.0588,4.36,16247.55,16145.98,11608.51,109614.22,410795.78,1174
2024-07-02,13924.55,157,339,15060.24,1517.42,88.69,11,0.0701,4.17,16014.17,12989.28,8162.90,107524.60,416557.43,1177
2024-07-03,16296.71,176,407,17723.63,1819.68,92.59,5,0.0284,4.29,15788.10,17937.10,11589.79,108033.21,421264.35,1167
2024-07-04,19367.99,207,463,21023.22,2194.84,93.57,7,0.0338,4.06,15114.85,18034.82,8742.36,112286.35,431889.98,1223
2024-07-05,16925.71,192,439,18377.45,1992.07,88.15,10,0.0521,4.32,16497.11,17149.16,10950.21,112714.95,437865.48,1236
2024-07-06,19320.28,202,454,20783.84,1958.31,95.64,10,0.0495,4.26,17854.53,19095.61,7296.04,114180.70,449889.72,1237
2024-07-07,13249.48,147,327,14370.76,1504.12,90.13,10,0.0680,4.22,14237.19,12852.22,11765.89,113192.99,451373.31,1234
2024-07-08,12436.02,128,295,13314.31,1175.79,97.16,7,0.0547,4.37,14108.27,16247.55,10302.83,111520.74,453506.50,1209
2024-07-09,12446.22,126,270,12396.54,200.23,98.78,11,0.0873,4.35,13924.55,16014.17,10902.20,110042.41,455050.52,1178
2024-07-10,11771.79,112,267,11728.53,231.52,105.11,4,0.0357,4.23,16296.71,15788.10,9841.61,105517.49,456980.70,1114
2024-07-11,11312.47,123,244,11186.49,197.29,91.97,4,0.0325,4.22,19367.99,15114.85,10629.76,97461.97,457663.41,1030
2024-07-12,11937.01,118,257,11947.14,265.05,101.16,12,0.1017,4.21,16925.71,16497.11,12511.06,92473.27,457089.36,956
2024-07-13,11389.03,120,269,11304.07,233.41,94.91,9,0.0750,4.33,19320.28,17854.53,14560.03,84542.02,453918.36,874
2024-07-14,11453.08,114,258,11486.95,241.17,100.47,10,0.0877,4.21,13249.48,14237.19,10821.27,82745.62,454550.17,841
2024-07-15,11950.61,115,268,11956.69,255.01,103.92,8,0.0696,4.29,12436.02,14108.27,19775.95,82260.21,446724.83,828
2024-07-16,8346.11,81,193,8352.76,175.30,103.04,13,0.1605,4.32,12446.22,13924.55,12877.94,78160.10,442193.00,783
2024-07-17,12439.05,113,282,12466.27,222.65,110.08,11,0.0973,4.22,11771.79,16296.71,16145.98,78827.36,438486.07,784
2024-07-18,10289.83,101,223,10290.61,228.91,101.88,6,0.0594,4.28,11312.47,19367.99,12989.28,77804.72,435786.62,762
2024-07-19,12913.55,136,290,12867.41,246.47,94.95,4,0.0294,4.26,11937.01,16925.71,17937.10,78781.26,430763.07,780
2024-07-20,13162.72,148,304,13047.08,257.22,88.94,11,0.0743,4.22,11389.03,19320.28,18034.82,80554.95,425890.97,808
2024-07-21,10991.91,105,245,10982.64,245.63,104.68,6,0.0571,4.21,11453.08,13249.48,17149.16,80093.78,419733.72,799
2024-07-22,8086.88,86,189,7986.74,99.23,94.03,9,0.1047,4.31,11950.61,12436.02,19095.61,76230.05,408724.99,770
2024-07-23,8966.01,82,204,8964.37,156.06,109.34,6,0.0732,4.30,8346.11,12446.22,12852.22,76849.95,404838.78,771
2024-07-24,14836.90,133,316,14879.22,282.34,111.56,4,0.0301,4.31,12439.05,11771.79,16247.55,79247.80,403428.13,791
2024-07-25,10545.62,102,225,10568.16,254.56,103.39,8,0.0784,4.20,10289.83,11312.47,16014.17,79503.59,397959.58,792
2024-07-26,10902.91,111,241,10892.18,268.98,98.22,7,0.0631,4.31,12913.55,11937.01,15788.10,77492.95,393074.39,767
2024-07-27,12370.47,113,272,12450.05,265.05,109.47,17,0.1504,4.21,13162.72,11389.03,15114.85,76700.70,390330.01,732
2024-07-28,9076.83,95,212,9022.05,179.25,95.55,7,0.0737,4.32,10991.91,11453.08,16497.11,74785.62,382909.73,722
2024-07-29,9321.71,82,210,9401.59,215.71,113.68,8,0.0976,4.22,8086.88,11950.61,17854.53,76020.45,374376.91,718
2024-07-30,8999.99,88,191,8961.44,154.82,102.27,7,0.0795,4.25,8966.01,8346.11,14237.19,76054.43,369139.71,724
2024-07-31,11167.25,109,238,11120.74,169.69,102.45,5,0.0459,4.28,14836.90,12439.05,14108.27,72384.78,366198.69,700
2024-08-01,10011.35,100,231,9972.32,186.15,100.11,7,0.0700,4.28,10545.62,10289.83,13924.55,71850.51,362285.49,698
2024-08-02,11048.53,114,240,11027.58,252.79,96.92,7,0.0614,4.27,10902.91,12913.55,16296.71,71996.13,357037.31,701
2024-08-03,14595.12,125,297,14684.35,310.37,116.76,8,0.0640,4.27,12370.47,13162.72,19367.99,74220.78,352264.44,713
2024-08-04,9694.82,97,220,9725.65,213.37,99.95,11,0.1134,4.26,9076.83,10991.91,16925.71,74838.77,345033.55,715
2024-08-05,12453.01,120,270,12445.80,238.73,103.78,8,0.0667,4.12,9321.71,8086.88,19320.28,77970.07,338166.28,753
2024-08-06,9891.94,90,212,9920.59,237.98,109.91,8,0.0889,4.20,8999.99,8966.01,13249.48,78862.02,334808.74,755
2024-08-07,9807.75,100,213,9751.32,179.60,98.08,5,0.0500,4.19,11167.25,14836.90,12436.02,77502.52,332180.47,746
2024-08-08,9450.58,90,208,9399.65,156.32,105.01,4,0.0444,4.46,10011.35,10545.62,12446.22,76941.75,329184.83,736
2024-08-09,6660.23,65,133,6604.09,98.57,102.47,11,0.1692,4.12,11048.53,10902.91,11771.79,72553.45,324073.27,687
2024-08-10,11687.68,128,252,11561.41,220.84,91.31,5,0.0391,4.33,14595.12,12370.47,11312.47,69646.01,324448.48,690
2024-08-11,8576.36,88,190,8619.58,197.95,97.46,3,0.0341,4.20,9694.82,9076.83,11937.01,68527.55,321087.83,681
2024-08-12,8607.46,99,189,8494.20,173.31,86.94,10,0.1010,4.14,12453.01,9321.71,11389.03,64682.00,318306.26,660
2024-08-13,7956.72,75,175,7917.65,135.50,106.09,6,0.0800,4.33,9891.94,8999.99,11453.08,62746.78,314809.90,645
2024-08-14,6427.05,62,137,6379.19,107.91,103.66,13,0.2097,4.34,9807.75,11167.25,11950.61,59366.08,309286.34,607
2024-08-15,12013.39,107,265,12117.56,313.45,112.27,10,0.0935,4.27,9450.58,10011.35,8346.11,61928.89,312953.62,624
2024-08-16,9599.25,97,222,9534.84,179.52,98.96,8,0.0825,4.38,6660.23,11048.53,12439.05,64867.91,310113.82,656
2024-08-17,12573.38,119,289,12607.18,262.95,105.66,8,0.0672,4.17,11687.68,14595.12,10289.83,65753.61,312397.37,647
2024-08-18,9979.91,96,216,9953.81,204.01,103.96,6,0.0625,4.21,8576.36,9694.82,12913.55,67157.16,309463.73,655
2024-08-19,10013.10,99,227,10006.10,199.27,101.14,2,0.0202,4.35,8607.46,12453.01,13162.72,68562.80,306314.11,655
2024-08-20,9405.66,86,190,9417.64,167.63,109.37,7,0.0814,4.15,7956.72,9891.94,10991.91,70011.74,304727.86,666
2024-08-21,9417.00,89,207,9375.16,172.41,105.81,9,0.1011,4.27,6427.05,9807.75,8086.88,73001.69,306057.98,693
2024-08-22,7330.80,75,165,7258.47,121.02,97.74,6,0.0800,4.21,12013.39,9450.58,8966.01,68319.10,304422.77,661
2024-08-23,10582.33,105,235,10597.43,227.33,100.78,6,0.0571,4.32,9599.25,6660.23,14836.90,69302.18,300168.20,669
2024-08-24,11259.34,115,257,11152.45,200.58,97.91,4,0.0348,4.19,12573.38,11687.68,10545.62,67988.14,300881.92,665
2024-08-25,7081.18,59,135,7089.86,123.73,120.02,4,0.0678,4.19,9979.91,8576.36,10902.91,65089.41,297060.19,628
2024-08-26,8259.44,80,176,8216.87,154.78,103.24,2,0.0250,4.33,10013.10,8607.46,12370.47,63335.75,292949.16,609
2024-08-27,10322.55,106,214,10345.99,234.68,97.38,9,0.0849,4.18,9405.66,7956.72,9076.83,64252.64,294194.88,629
2024-08-28,12592.97,106,247,12623.99,237.28,118.80,4,0.0377,4.42,9417.00,6427.05,9321.71,67428.61,297466.14,646
2024-08-29,12589.91,119,272,12568.76,204.92,105.80,7,0.0588,4.24,7330.80,12013.39,8999.99,72687.72,301056.06,690
2024-08-30,10287.57,103,227,10280.53,234.97,99.88,2,0.0194,4.34,10582.33,9599.25,11167.25,72392.96,300176.38,688
2024-08-31,8760.93,95,204,8692.89,179.91,92.22,6,0.0632,4.26,11259.34,12573.38,10011.35,69894.55,298925.96,668
2024-09-01,11496.15,131,289,13561.12,2400.08,87.76,5,0.0382,4.22,7081.18,9979.91,11048.53,74309.52,299373.58,740
2024-09-02,6281.40,67,166,7420.93,1301.19,93.75,4,0.0597,4.43,8259.44,10013.10,14595.12,72331.48,291059.86,727
2024-09-03,11139.52,138,297,13085.53,2332.72,80.72,4,0.0290,4.12,10322.55,9405.66,9694.82,73148.45,292504.56,759
2024-09-04,11514.76,125,278,13607.68,2400.24,92.12,3,0.0240,4.32,12592.97,9417.00,12453.01,72070.24,291566.31,778
2024-09-05,13605.51,144,345,16122.26,2829.15,94.48,6,0.0417,4.28,12589.91,7330.80,9891.94,73085.84,295279.88,803
2024-09-06,14160.11,157,366,16684.33,2952.62,90.19,5,0.0318,4.24,10287.57,10582.33,9807.75,76958.38,299632.24,857
2024-09-07,12335.57,144,325,14552.13,2582.41,85.66,9,0.0625,4.11,8760.93,11259.34,9450.58,80533.02,302517.23,906
2024-09-08,8257.28,79,173,8211.67,139.85,104.52,6,0.0759,4.15,11496.15,7081.18,6660.23,77294.15,304114.28,854
