return_id,order_id,product_id,return_date,return_reason
R0004587,O0082735,P0060,2024-12-21,changed mind
R0004588,O0082745,P0253,2024-12-15,changed mind
R0004589,O0082746,P0123,2024-12-08,changed mind
R0004590,O0082777,P0059,2024-12-13,allergic reaction
R0004591,O0082809,P0191,2024-12-19,changed mind
R0004592,O0082833,P0059,2024-12-16,changed mind
R0004593,O0082862,P0059,2024-12-18,damaged item
R0004594,O0082884,P0125,2024-12-20,changed mind
R0004595,O0082886,P0179,2024-11-24,damaged item
R0004596,O0082900,P0191,2024-12-25,allergic reaction
R0004597,O0082910,P0292,2024-11-21,changed mind
R0004598,O0082911,P0252,2024-12-18,changed mind
R0004599,O0082922,P0027,2024-12-12,allergic reaction
R0004600,O0082977,P0049,2024-12-22,late delivery
R0004601,O0082990,P0049,2024-12-11,changed mind
R0004602,O0082995,P0003,2024-12-05,changed mind
R0004603,O0082995,P0253,2024-12-02,changed mind
R0004604,O0083012,P0137,2024-12-21,late delivery
R0004605,O0083015,P0179,2024-12-27,allergic reaction
R0004606,O0083018,P0125,2024-12-19,wrong product
R0004607,O0083068,P0049,2024-12-11,damaged item
R0004608,O0083078,P0227,2024-12-08,wrong product
R0004609,O0083078,P0267,2024-12-26,damaged item
R0004610,O0083102,P0015,2024-12-04,late delivery
R0004611,O0083110,P0015,2024-12-19,allergic reaction
R0004612,O0083134,P0090,2024-12-08,changed mind
R0004613,O0083144,P0179,2024-12-11,wrong product
R0004614,O0083149,P0252,2024-12-12,wrong product
R0004615,O0083152,P0252,2024-12-23,damaged item
R0004616,O0083165,P0161,2024-12-02,changed mind
R0004617,O0083201,P0258,2024-12-11,late delivery
R0004618,O0083208,P0251,2024-12-12,changed mind
R0004619,O0083225,P0253,2024-12-22,allergic reaction
R0004620,O0083275,P0196,2024-12-24,damaged item
R0004621,O0083285,P0267,2024-12-25,changed mind
R0004622,O0083311,P0179,2024-12-15,wrong product
R0004623,O0083318,P0059,2024-12-22,late delivery
R0004624,O0083336,P0267,2024-12-08,wrong product
R0004625,O0083343,P0059,2024-12-16,allergic reaction
R0004626,O0083351,P0253,2024-11-29,wrong product
R0004627,O0083371,P0253,2024-12-08,allergic reaction
R0004628,O0083384,P0227,2024-12-30,allergic reaction
R0004629,O0083397,P0251,2024-11-25,changed mind
R0004630,O0083397,P0038,2024-12-07,damaged item
R0004631,O0083397,P0179,2024-12-15,late delivery
R0004632,O0083410,P0015,2024-12-18,wrong product
R0004633,O0083426,P0059,2024-12-20,allergic reaction
R0004634,O0083441,P0015,2024-11-30,changed mind
R0004635,O0083462,P0012,2024-12-07,changed mind
R0004636,O0083468,P0124,2024-11-27,wrong product
R0004637,O0083495,P0132,2024-12-14,wrong product
R0004638,O0083516,P0153,2024-12-01,changed mind
R0004639,O0083524,P0274,2024-12-25,late delivery
R0004640,O0083544,P0125,2024-12-06,late delivery
R0004641,O0083554,P0020,2024-12-30,damaged item
R0004642,O0083558,P0059,2024-12-10,allergic reaction
R0004643,O0083585,P0179,2024-12-26,allergic reaction
R0004644,O0083594,P0185,2024-12-02,allergic reaction
R0004645,O0083622,P0258,2024-12-30,allergic reaction
R0004646,O0083635,P0267,2024-12-08,allergic reaction
R0004647,O0083643,P0253,2024-12-13,late delivery
R0004648,O0083717,P0016,2024-12-07,allergic reaction
R0004649,O0083751,P0038,2024-12-10,late delivery
R0004650,O0083760,P0286,2024-11-27,allergic reaction
R0004651,O0083781,P0144,2024-12-22,changed mind
R0004652,O0083848,P0179,2024-11-30,wrong product
R0004653,O0083863,P0253,2024-12-27,changed mind
R0004654,O0083877,P0231,2024-12-09,changed mind
R0004655,O0083880,P0059,2024-12-17,allergic reaction
R0004656,O0083884,P0258,2024-12-26,changed mind
R0004657,O0083896,P0020,2024-12-22,allergic reaction
R0004658,O0083913,P0258,2024-12-10,changed mind
R0004659,O0083923,P0214,2024-12-24,changed mind
R0004660,O0083925,P0208,2024-12-09,allergic reaction
R0004661,O0083928,P0298,2025-01-02,damaged item
R0004662,O0083940,P0049,2024-12-11,changed mind
R0004663,O0083944,P0298,2024-12-11,late delivery
R0004664,O0083953,P0059,2024-12-28,damaged item
R0004665,O0083955,P0054,2024-12-10,wrong product
R0004666,O0083969,P0059,2024-12-21,changed mind
R0004667,O0083971,P0227,2024-12-11,late delivery
R0004668,O0084017,P0049,2024-12-27,wrong product
R0004669,O0084043,P0267,2024-12-24,allergic reaction
R0004670,O0084056,P0015,2024-11-26,changed mind
R0004671,O0084061,P0241,2024-12-17,allergic reaction
R0004672,O0084080,P0020,2024-12-26,changed mind
R0004673,O0084108,P0049,2024-12-04,allergic reaction
R0004674,O0084116,P0015,2025-01-02,wrong product
R0004675,O0084129,P0262,2024-11-30,late delivery
R0004676,O0084137,P0059,2024-12-27,late delivery
R0004677,O0084155,P0137,2025-01-03,allergic reaction
R0004678,O0084155,P0049,2024-12-11,changed mind
R0004679,O0084157,P0274,2024-12-10,changed mind
R0004680,O0084167,P0059,2024-12-09,wrong product
R0004681,O0084168,P0267,2024-12-05,late delivery
R0004682,O0084203,P0208,2024-12-25,allergic reaction
R0004683,O0084231,P0253,2024-11-28,changed mind
R0004684,O0084233,P0179,2024-12-02,changed mind
R0004685,O0084253,P0295,2024-12-18,wrong product
R0004686,O0084270,P0253,2024-12-25,damaged item
R0004687,O0084275,P0027,2024-12-31,allergic reaction
R0004688,O0084287,P0029,2024-12-03,allergic reaction
R0004689,O0084293,P0003,2024-12-08,damaged item
R0004690,O0084297,P0179,2024-12-27,allergic reaction
R0004691,O0084298,P0267,2024-12-17,late delivery
R0004692,O0084306,P0252,2024-12-21,damaged item
R0004693,O0084314,P0274,2025-01-05,allergic reaction
R0004694,O0084374,P0059,2025-01-01,late delivery
R0004695,O0084375,P0027,2024-12-03,late delivery
R0004696,O0084383,P0020,2024-12-16,changed mind
R0004697,O0084386,P0185,2024-12-23,wrong product
R0004698,O0084389,P0274,2024-12-18,changed mind
R0004699,O0084419,P0078,2024-12-05,wrong product
R0004700,O0084427,P0258,2024-12-28,changed mind
R0004701,O0084446,P0266,2024-12-06,allergic reaction
R0004702,O0084454,P0049,2024-12-28,damaged item
R0004703,O0084472,P0300,2024-11-27,wrong product
R0004704,O0084494,P0020,2024-12-26,allergic reaction
R0004705,O0084530,P0125,2024-12-31,damaged item
R0004706,O0084535,P0253,2024-12-12,allergic reaction
R0004707,O0084617,P0267,2025-01-01,changed mind
R0004708,O0084635,P0176,2025-01-02,changed mind
R0004709,O0084656,P0258,2024-12-07,late delivery
R0004710,O0084661,P0253,2024-12-29,allergic reaction
R0004711,O0084679,P0267,2024-12-16,damaged item
R0004712,O0084709,P0153,2024-12-24,allergic reaction
R0004713,O0084710,P0179,2024-12-25,changed mind
R0004714,O0084714,P0185,2024-12-15,late delivery
R0004715,O0084718,P0226,2025-01-05,changed mind
R0004716,O0084743,P0199,2024-12-17,damaged item
R0004717,O0084782,P0179,2024-12-11,allergic reaction
R0004718,O0084786,P0027,2024-12-22,allergic reaction
R0004719,O0084793,P0253,2024-12-21,changed mind
R0004720,O0084796,P0124,2024-12-10,late delivery
R0004721,O0084817,P0137,2024-12-27,late delivery
R0004722,O0084830,P0179,2025-01-01,wrong product
R0004723,O0084853,P0099,2024-12-02,allergic reaction
R0004724,O0084880,P0170,2024-12-31,allergic reaction
R0004725,O0084945,P0142,2024-12-07,late delivery
R0004726,O0084950,P0258,2024-12-09,late delivery
R0004727,O0084991,P0027,2024-12-21,changed mind
R0004728,O0084992,P0253,2024-12-24,changed mind
R0004729,O0085013,P0185,2025-01-05,changed mind
R0004730,O0085021,P0003,2024-12-25,changed mind
R0004731,O0085037,P0253,2024-12-23,damaged item
R0004732,O0085047,P0279,2024-12-29,damaged item
R0004733,O0085064,P0252,2025-01-02,allergic reaction
R0004734,O0085083,P0198,2024-12-26,changed mind
R0004735,O0085086,P0179,2024-12-12,damaged item
R0004736,O0085087,P0267,2024-12-12,changed mind
R0004737,O0085092,P0258,2024-12-18,allergic reaction
R0004738,O0085095,P0132,2025-01-02,allergic reaction
R0004739,O0085125,P0296,2024-12-27,allergic reaction
R0004740,O0085128,P0054,2025-01-02,allergic reaction
R0004741,O0085154,P0179,2024-12-22,changed mind
R0004742,O0085164,P0015,2024-12-30,changed mind
R0004743,O0085166,P0267,2024-12-03,changed mind
R0004744,O0085175,P0174,2024-12-20,changed mind
R0004745,O0085201,P0179,2024-12-01,changed mind
R0004746,O0085227,P0185,2024-12-29,changed mind
R0004747,O0085248,P0176,2024-12-14,changed mind
R0004748,O0085267,P0090,2025-01-02,damaged item
R0004749,O0085284,P0009,2024-12-16,changed mind
R0004750,O0085294,P0059,2025-01-01,allergic reaction
R0004751,O0085323,P0070,2024-12-06,wrong product
R0004752,O0085355,P0027,2024-12-25,allergic reaction
R0004753,O0085386,P0015,2024-12-29,allergic reaction
R0004754,O0085410,P0233,2024-12-29,changed mind
R0004755,O0085415,P0179,2024-12-22,changed mind
R0004756,O0085432,P0145,2024-12-25,allergic reaction
R0004757,O0085466,P0144,2024-12-21,changed mind
R0004758,O0085530,P0059,2024-12-30,wrong product
R0004759,O0085533,P0258,2025-01-07,wrong product
R0004760,O0085542,P0281,2024-12-22,wrong product
R0004761,O0085556,P0253,2025-01-04,late delivery
R0004762,O0085562,P0178,2024-12-04,wrong product
R0004763,O0085563,P0258,2024-12-11,changed mind
R0004764,O0085575,P0125,2024-12-11,wrong product
R0004765,O0085582,P0020,2024-12-10,damaged item
R0004766,O0085620,P0258,2024-12-25,late delivery
R0004767,O0085621,P0267,2024-12-16,changed mind
R0004768,O0085632,P0015,2025-01-01,changed mind
R0004769,O0085638,P0161,2024-12-23,late delivery
R0004770,O0085660,P0097,2024-12-19,allergic reaction
R0004771,O0085688,P0054,2024-12-11,damaged item
R0004772,O0085694,P0001,2024-12-20,damaged item
R0004773,O0085705,P0046,2024-12-13,allergic reaction
R0004774,O0085708,P0125,2024-12-16,changed mind
R0004775,O0085769,P0125,2024-12-07,damaged item
R0004776,O0085801,P0149,2024-12-07,late delivery
R0004777,O0085812,P0020,2024-12-17,damaged item
R0004778,O0085875,P0233,2024-12-13,allergic reaction
R0004779,O0085880,P0059,2024-12-04,damaged item
R0004780,O0085903,P0027,2025-01-05,changed mind
R0004781,O0085945,P0125,2024-12-01,wrong product
R0004782,O0085958,P0239,2024-12-21,wrong product
R0004783,O0085983,P0268,2024-12-27,changed mind
R0004784,O0085985,P0003,2024-12-31,allergic reaction
R0004785,O0085987,P0020,2024-12-29,allergic reaction
R0004786,O0085996,P0049,2024-12-15,changed mind
R0004787,O0086004,P0227,2025-01-08,changed mind
R0004788,O0086005,P0049,2024-12-21,changed mind
R0004789,O0086023,P0298,2024-12-12,late delivery
R0004790,O0086028,P0208,2024-12-13,allergic reaction
R0004791,O0086031,P0247,2024-12-08,allergic reaction
R0004792,O0086034,P0274,2025-01-03,changed mind
R0004793,O0086039,P0046,2024-12-23,changed mind
R0004794,O0086047,P0274,2024-12-14,late delivery
R0004795,O0086050,P0020,2024-12-17,late delivery
R0004796,O0086067,P0179,2025-01-06,changed mind
R0004797,O0086067,P0015,2024-12-05,allergic reaction
R0004798,O0086107,P0027,2025-01-02,changed mind
R0004799,O0086111,P0121,2024-12-07,damaged item
R0004800,O0086140,P0038,2025-01-02,damaged item
R0004801,O0086150,P0059,2024-12-06,damaged item
R0004802,O0086162,P0179,2024-12-19,changed mind
R0004803,O0086187,P0179,2024-12-14,changed mind
R0004804,O0086195,P0252,2024-12-10,allergic reaction
R0004805,O0086209,P0179,2024-12-16,wrong product
R0004806,O0086235,P0225,2024-12-07,allergic reaction
R0004807,O0086249,P0267,2024-12-31,damaged item
R0004808,O0086252,P0012,2025-01-03,allergic reaction
R0004809,O0086271,P0298,2025-01-04,changed mind
R0004810,O0086279,P0020,2024-12-28,late delivery
R0004811,O0086297,P0122,2024-12-18,damaged item
R0004812,O0086326,P0274,2024-12-31,changed mind
R0004813,O0086340,P0179,2024-12-23,allergic reaction
R0004814,O0086376,P0049,2024-12-18,changed mind
R0004815,O0086387,P0012,2024-12-12,changed mind
R0004816,O0086388,P0059,2024-12-23,wrong product
R0004817,O0086412,P0267,2024-12-08,late delivery
R0004818,O0086442,P0124,2024-12-14,wrong product
R0004819,O0086455,P0049,2024-12-25,wrong product
R0004820,O0086459,P0267,2024-12-22,changed mind
R0004821,O0086493,P0274,2024-12-11,wrong product
R0004822,O0086503,P0059,2025-01-05,damaged item
R0004823,O0086548,P0179,2024-12-09,changed mind
R0004824,O0086549,P0179,2024-12-09,wrong product
R0004825,O0086554,P0179,2024-12-27,changed mind
R0004826,O0086564,P0274,2024-12-08,damaged item
R0004827,O0086610,P0179,2024-12-13,changed mind
R0004828,O0086632,P0020,2024-12-14,wrong product
R0004829,O0086635,P0118,2024-12-25,damaged item
R0004830,O0086640,P0274,2025-01-07,changed mind
R0004831,O0086641,P0179,2025-01-09,changed mind
R0004832,O0086644,P0125,2025-01-01,wrong product
R0004833,O0086651,P0038,2025-01-02,allergic reaction
R0004834,O0086656,P0027,2024-12-16,changed mind
R0004835,O0086681,P0179,2025-01-07,late delivery
R0004836,O0086682,P0027,2025-01-06,wrong product
R0004837,O0086697,P0179,2024-12-22,changed mind
R0004838,O0086697,P0059,2025-01-06,allergic reaction
R0004839,O0086730,P0003,2025-01-01,changed mind
R0004840,O0086735,P0121,2024-12-06,changed mind
R0004841,O0086769,P0267,2024-12-28,wrong product
R0004842,O0086771,P0258,2024-12-26,allergic reaction
R0004843,O0086772,P0258,2024-12-09,late delivery
R0004844,O0086843,P0124,2025-01-04,allergic reaction
R0004845,O0086861,P0274,2024-12-28,wrong product
R0004846,O0086869,P0179,2024-12-06,changed mind
R0004847,O0086870,P0137,2024-12-23,allergic reaction
R0004848,O0086890,P0253,2024-12-14,late delivery
R0004849,O0086923,P0059,2024-12-19,changed mind
R0004850,O0086945,P0123,2024-12-14,changed mind
R0004851,O0087067,P0020,2024-12-07,allergic reaction
R0004852,O0087094,P0267,2025-01-10,allergic reaction
R0004853,O0087104,P0179,2024-12-24,allergic reaction
R0004854,O0087155,P0124,2025-01-04,changed mind
R0004855,O0087181,P0184,2024-12-09,allergic reaction
R0004856,O0087191,P0253,2024-12-13,late delivery
R0004857,O0087197,P0253,2025-01-05,late delivery
R0004858,O0087208,P0059,2024-12-14,changed mind
R0004859,O0087228,P0258,2024-12-04,allergic reaction
R0004860,O0087248,P0179,2024-12-25,changed mind
R0004861,O0087252,P0049,2024-12-25,allergic reaction
R0004862,O0087278,P0253,2024-12-26,wrong product
R0004863,O0087332,P0020,2024-12-19,changed mind
R0004864,O0087360,P0196,2024-12-13,changed mind
R0004865,O0087419,P0258,2025-01-03,wrong product
R0004866,O0087445,P0253,2025-01-07,late delivery
R0004867,O0087456,P0270,2024-12-10,late delivery
R0004868,O0087458,P0020,2025-01-05,late delivery
R0004869,O0087464,P0003,2024-12-08,allergic reaction
R0004870,O0087485,P0253,2025-01-05,changed mind
R0004871,O0087496,P0030,2024-12-14,changed mind
R0004872,O0087503,P0003,2024-12-25,allergic reaction
R0004873,O0087528,P0227,2024-12-19,changed mind
R0004874,O0087539,P0258,2025-01-08,changed mind
R0004875,O0087556,P0121,2024-12-29,allergic reaction
R0004876,O0087565,P0154,2024-12-22,allergic reaction
R0004877,O0087574,P0227,2025-01-04,damaged item
R0004878,O0087621,P0015,2024-12-11,late delivery
R0004879,O0087635,P0267,2024-12-20,changed mind
R0004880,O0087637,P0234,2024-12-22,changed mind
R0004881,O0087660,P0196,2025-01-01,changed mind
R0004882,O0087683,P0074,2025-01-06,allergic reaction
R0004883,O0087689,P0020,2025-01-04,changed mind
R0004884,O0087698,P0001,2024-12-26,changed mind
R0004885,O0087707,P0252,2024-12-22,changed mind
R0004886,O0087719,P0049,2024-12-29,wrong product
R0004887,O0087753,P0267,2024-12-19,damaged item
R0004888,O0087773,P0179,2024-12-13,damaged item
R0004889,O0087796,P0059,2025-01-02,late delivery
R0004890,O0087810,P0221,2024-12-26,changed mind
R0004891,O0087837,P0027,2024-12-21,changed mind
R0004892,O0087849,P0253,2025-01-07,wrong product
R0004893,O0087872,P0054,2024-12-18,damaged item
R0004894,O0087881,P0027,2024-12-23,damaged item
R0004895,O0087887,P0059,2025-01-12,wrong product
R0004896,O0087889,P0179,2025-01-12,changed mind
R0004897,O0087892,P0001,2024-12-06,changed mind
R0004898,O0087895,P0257,2024-12-12,changed mind
R0004899,O0087903,P0274,2024-12-15,allergic reaction
R0004900,O0087908,P0048,2025-01-13,changed mind
R0004901,O0087915,P0049,2025-01-09,damaged item
R0004902,O0087933,P0027,2025-01-10,allergic reaction
R0004903,O0087965,P0179,2024-12-20,wrong product
R0004904,O0087973,P0179,2024-12-27,changed mind
R0004905,O0088087,P0009,2024-12-27,late delivery
R0004906,O0088087,P0049,2024-12-24,allergic reaction
R0004907,O0088099,P0049,2024-12-11,damaged item
R0004908,O0088123,P0179,2024-12-30,allergic reaction
R0004909,O0088142,P0231,2025-01-06,damaged item
R0004910,O0088159,P0038,2024-12-12,late delivery
R0004911,O0088175,P0038,2024-12-16,changed mind
R0004912,O0088193,P0033,2025-01-04,allergic reaction
R0004913,O0088204,P0153,2024-12-24,damaged item
R0004914,O0088229,P0267,2025-01-02,changed mind
R0004915,O0088234,P0013,2024-12-30,damaged item
R0004916,O0088238,P0124,2024-12-22,changed mind
R0004917,O0088295,P0125,2024-12-18,wrong product
R0004918,O0088385,P0253,2025-01-11,late delivery
R0004919,O0088408,P0059,2024-12-25,damaged item
R0004920,O0088419,P0274,2024-12-13,changed mind
R0004921,O0088419,P0267,2025-01-09,changed mind
R0004922,O0088474,P0252,2025-01-09,allergic reaction
R0004923,O0088497,P0059,2024-12-25,allergic reaction
R0004924,O0088520,P0118,2024-12-28,changed mind
R0004925,O0088528,P0258,2024-12-19,late delivery
R0004926,O0088558,P0179,2024-12-17,allergic reaction
R0004927,O0088587,P0252,2024-12-28,damaged item
R0004928,O0088594,P0020,2025-01-04,late delivery
R0004929,O0088612,P0144,2025-01-06,changed mind
R0004930,O0088626,P0127,2025-01-06,changed mind
R0004931,O0088627,P0179,2025-01-13,allergic reaction
R0004932,O0088640,P0267,2024-12-18,changed mind
R0004933,O0088645,P0291,2024-12-26,wrong product
R0004934,O0088645,P0132,2025-01-02,allergic reaction
R0004935,O0088691,P0059,2025-01-11,changed mind
R0004936,O0088737,P0046,2024-12-26,late delivery
R0004937,O0088746,P0003,2024-12-17,changed mind
R0004938,O0088751,P0001,2024-12-22,changed mind
R0004939,O0088751,P0027,2025-01-02,allergic reaction
R0004940,O0088768,P0056,2024-12-26,changed mind
R0004941,O0088792,P0274,2024-12-25,allergic reaction
R0004942,O0088798,P0258,2024-12-30,damaged item
R0004943,O0088831,P0267,2025-01-06,late delivery
R0004944,O0088836,P0015,2024-12-20,changed mind
R0004945,O0088868,P0227,2025-01-07,changed mind
R0004946,O0088879,P0049,2024-12-31,changed mind
R0004947,O0088887,P0267,2025-01-02,changed mind
R0004948,O0088908,P0059,2024-12-18,changed mind
R0004949,O0088930,P0258,2024-12-24,allergic reaction
R0004950,O0088953,P0253,2025-01-12,allergic reaction
R0004951,O0088999,P0059,2025-01-10,changed mind
R0004952,O0089027,P0104,2024-12-27,wrong product
R0004953,O0089032,P0248,2025-01-07,changed mind
R0004954,O0089052,P0253,2025-01-10,late delivery
R0004955,O0089074,P0003,2025-01-05,changed mind
R0004956,O0089086,P0179,2025-01-04,damaged item
R0004957,O0089088,P0125,2024-12-21,allergic reaction
R0004958,O0089099,P0253,2024-12-24,changed mind
R0004959,O0089101,P0017,2025-01-03,changed mind
R0004960,O0089105,P0038,2024-12-28,allergic reaction
R0004961,O0089109,P0258,2025-01-13,changed mind
R0004962,O0089110,P0233,2025-01-12,allergic reaction
R0004963,O0089159,P0180,2025-01-04,wrong product
R0004964,O0089162,P0027,2025-01-02,late delivery
R0004965,O0089194,P0286,2025-01-04,wrong product
R0004966,O0089211,P0027,2025-01-18,changed mind
R0004967,O0089219,P0179,2025-01-04,allergic reaction
R0004968,O0089220,P0121,2024-12-27,allergic reaction
R0004969,O0089224,P0050,2024-12-29,changed mind
R0004970,O0089245,P0059,2025-01-10,wrong product
R0004971,O0089246,P0274,2025-01-10,changed mind
R0004972,O0089255,P0047,2025-01-07,changed mind
R0004973,O0089257,P0253,2024-12-20,late delivery
R0004974,O0089257,P0239,2025-01-09,allergic reaction
R0004975,O0089266,P0059,2025-01-05,changed mind
R0004976,O0089277,P0274,2025-01-02,damaged item
R0004977,O0089280,P0019,2025-01-02,changed mind
R0004978,O0089337,P0218,2025-01-13,changed mind
R0004979,O0089341,P0015,2024-12-20,changed mind
R0004980,O0089352,P0179,2025-01-12,damaged item
R0004981,O0089356,P0144,2024-12-18,wrong product
R0004982,O0089361,P0274,2024-12-17,late delivery
R0004983,O0089421,P0117,2025-01-08,late delivery
R0004984,O0089424,P0274,2024-12-22,damaged item
R0004985,O0089439,P0038,2024-12-18,allergic reaction
R0004986,O0089439,P0298,2025-01-15,changed mind
R0004987,O0089441,P0179,2024-12-25,wrong product
R0004988,O0089453,P0226,2024-12-17,allergic reaction
R0004989,O0089491,P0049,2024-12-28,allergic reaction
R0004990,O0089494,P0125,2024-12-25,changed mind
R0004991,O0089496,P0015,2025-01-04,late delivery
R0004992,O0089501,P0253,2025-01-03,allergic reaction
R0004993,O0089511,P0283,2025-01-14,allergic reaction
R0004994,O0089530,P0274,2024-12-29,damaged item
R0004995,O0089542,P0267,2024-12-15,changed mind
R0004996,O0089554,P0059,2024-12-20,late delivery
R0004997,O0089568,P0253,2025-01-08,changed mind
R0004998,O0089617,P0253,2024-12-22,changed mind
R0004999,O0089685,P0179,2025-01-09,allergic reaction
R0005000,O0089696,P0258,2025-01-01,wrong product
R0005001,O0089702,P0059,2025-01-05,late delivery
R0005002,O0089709,P0020,2024-12-19,wrong product
R0005003,O0089710,P0233,2024-12-25,late delivery
R0005004,O0089753,P0179,2024-12-31,late delivery
R0005005,O0089770,P0177,2024-12-22,changed mind
R0005006,O0089775,P0029,2025-01-09,late delivery
R0005007,O0089777,P0059,2025-01-03,allergic reaction
R0005008,O0089800,P0179,2025-01-01,changed mind
R0005009,O0089830,P0274,2024-12-22,changed mind
R0005010,O0089838,P0125,2024-12-29,wrong product
R0005011,O0089854,P0253,2024-12-21,damaged item
R0005012,O0089877,P0252,2024-12-29,wrong product
R0005013,O0089899,P0170,2025-01-20,damaged item
R0005014,O0089907,P0267,2024-12-19,changed mind
R0005015,O0089953,P0080,2024-12-23,late delivery
R0005016,O0089954,P0049,2025-01-01,changed mind
R0005017,O0089966,P0179,2024-12-24,allergic reaction
R0005018,O0089979,P0059,2024-12-23,changed mind
R0005019,O0089992,P0153,2024-12-18,allergic reaction
R0005020,O0090038,P0291,2024-12-25,damaged item
R0005021,O0090041,P0298,2024-12-18,allergic reaction
R0005022,O0090048,P0179,2024-12-21,changed mind
R0005023,O0090060,P0252,2025-01-04,changed mind
R0005024,O0090063,P0038,2024-12-29,changed mind
R0005025,O0090073,P0049,2024-12-27,wrong product
R0005026,O0090148,P0252,2024-12-23,allergic reaction
R0005027,O0090185,P0293,2025-01-06,late delivery
R0005028,O0090189,P0027,2025-01-12,changed mind
R0005029,O0090208,P0003,2025-01-02,changed mind
R0005030,O0090239,P0059,2024-12-29,wrong product
R0005031,O0090244,P0020,2025-01-13,damaged item
R0005032,O0090254,P0267,2025-01-09,allergic reaction
R0005033,O0090277,P0049,2025-01-07,allergic reaction
R0005034,O0090321,P0179,2024-12-20,late delivery
R0005035,O0090329,P0233,2025-01-04,changed mind
R0005036,O0090330,P0054,2024-12-18,allergic reaction
R0005037,O0090336,P0059,2025-01-11,changed mind
R0005038,O0090342,P0258,2025-01-23,allergic reaction
R0005039,O0090360,P0179,2024-12-30,changed mind
R0005040,O0090383,P0258,2024-12-19,wrong product
R0005041,O0090400,P0015,2025-01-12,changed mind
R0005042,O0090420,P0279,2025-01-09,late delivery
R0005043,O0090438,P0020,2025-01-15,damaged item
R0005044,O0090453,P0059,2025-01-11,changed mind
R0005045,O0090455,P0258,2024-12-26,late delivery
R0005046,O0090455,P0027,2025-01-05,late delivery
R0005047,O0090483,P0179,2024-12-22,damaged item
R0005048,O0090485,P0179,2024-12-25,changed mind
R0005049,O0090493,P0049,2025-01-15,allergic reaction
R0005050,O0090503,P0038,2024-12-29,damaged item
R0005051,O0090505,P0274,2024-12-31,allergic reaction
R0005052,O0090533,P0020,2024-12-23,changed mind
R0005053,O0090536,P0059,2025-01-11,late delivery
R0005054,O0090539,P0292,2025-01-10,late delivery
R0005055,O0090584,P0005,2024-12-31,damaged item
R0005056,O0090594,P0104,2025-01-16,wrong product
R0005057,O0090613,P0274,2024-12-22,changed mind
R0005058,O0090649,P0253,2025-01-12,damaged item
R0005059,O0090650,P0118,2025-01-18,late delivery
R0005060,O0090663,P0179,2025-01-13,changed mind
R0005061,O0090667,P0074,2025-01-24,changed mind
R0005062,O0090676,P0166,2024-12-30,allergic reaction
R0005063,O0090745,P0144,2024-12-25,allergic reaction
R0005064,O0090785,P0159,2024-12-30,late delivery
R0005065,O0090786,P0208,2025-01-18,changed mind
R0005066,O0090788,P0179,2024-12-31,allergic reaction
R0005067,O0090887,P0043,2025-01-15,wrong product
R0005068,O0090890,P0038,2025-01-02,changed mind
R0005069,O0090891,P0253,2025-01-10,allergic reaction
R0005070,O0090901,P0049,2025-01-25,wrong product
R0005071,O0090922,P0265,2025-01-20,wrong product
R0005072,O0090935,P0005,2025-01-15,damaged item
R0005073,O0090935,P0267,2025-01-05,damaged item
R0005074,O0090939,P0105,2024-12-28,allergic reaction
R0005075,O0090963,P0179,2025-01-16,changed mind
R0005076,O0090970,P0090,2025-01-11,late delivery
R0005077,O0090988,P0049,2025-01-19,changed mind
R0005078,O0090998,P0156,2025-01-01,wrong product
R0005079,O0090999,P0287,2024-12-29,changed mind
R0005080,O0091015,P0208,2025-01-08,changed mind
R0005081,O0091023,P0258,2024-12-29,damaged item
R0005082,O0091055,P0252,2025-01-11,wrong product
R0005083,O0091089,P0006,2025-01-11,changed mind
R0005084,O0091092,P0049,2025-01-09,damaged item
R0005085,O0091095,P0179,2025-01-21,allergic reaction
R0005086,O0091136,P0002,2024-12-29,damaged item
R0005087,O0091146,P0246,2025-01-22,changed mind
R0005088,O0091148,P0296,2025-01-09,allergic reaction
R0005089,O0091163,P0285,2025-01-02,changed mind
R0005090,O0091182,P0267,2025-01-05,changed mind
R0005091,O0091215,P0234,2024-12-25,changed mind
R0005092,O0091228,P0179,2025-01-07,changed mind
R0005093,O0091241,P0105,2024-12-25,late delivery
R0005094,O0091258,P0253,2025-01-04,allergic reaction
R0005095,O0091263,P0125,2025-01-07,wrong product
R0005096,O0091276,P0049,2025-01-20,late delivery
R0005097,O0091282,P0296,2025-01-10,allergic reaction
R0005098,O0091340,P0179,2024-12-24,wrong product
R0005099,O0091354,P0012,2025-01-01,changed mind
R0005100,O0091369,P0233,2025-01-15,wrong product
R0005101,O0091383,P0253,2025-01-06,allergic reaction
R0005102,O0091410,P0208,2025-01-01,changed mind
R0005103,O0091455,P0179,2025-01-18,changed mind
R0005104,O0091455,P0015,2025-01-27,wrong product
R0005105,O0091470,P0214,2025-01-17,changed mind
R0005106,O0091482,P0020,2025-01-09,allergic reaction
R0005107,O0091491,P0027,2025-01-11,damaged item
R0005108,O0091493,P0015,2024-12-27,damaged item
R0005109,O0091495,P0179,2024-12-31,allergic reaction
R0005110,O0091516,P0253,2025-01-14,wrong product
R0005111,O0091523,P0038,2025-01-02,changed mind
R0005112,O0091587,P0208,2025-01-06,changed mind
R0005113,O0091606,P0045,2025-01-14,late delivery
R0005114,O0091674,P0267,2025-01-13,late delivery
